ResultIdentifier,ActivityIdentifier,DataLoggerLineName,SampleDateTime,DetectionConditionName,CharacteristicName,SampleFractionTypeName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,StatisticalBaseCode,ResultValueTypeName,WeightBasisName,TimeBasisName,TempBasisName,ParticleSizeBasisText,ResultCommentText,BiologicalIntentName,BiologicalIndividualIdentifier,TaxonName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GrpSumCntWeightMeasureValue,GrpSumCntWeightMeasureUnitCode,AnalyticalMethodIdentifier,AnalyticalMethodContext,LaboratoryName,DetectQuantLimitTypeName,DetectQuantLimitMeasureValue,DetectQuantLimitMeasUnitCode,LastChangeDate,MethodSpeciationCode,OrganizationIdentifier,DepthHeightMeasureValue,DepthHeightMeasureUnitCode,FrequencyClassDescriptorCode,FrequencyClassDescrUnitCode,FrequencyClassLowerBoundValue,FrequencyClassUpperBoundValue,FunctionalFeedingGroupName,ResultMeasureQualifierCode,SamplingPointName,TaxonCellFormCode,TaxonCellShapeCode,TaxonHabitCode,TaxonPollutionTolerance,TaxonPollutionToleranceScale,TaxonVoltinismCode,TrophicLevelName,SubmitData
1121704,GOODTH2_20210729_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,13.2856,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121705,SNIDERTH1_20210707_2021Sum_TS,20386526,NULL,NULL,"Temperature, water",NULL,11.102,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121706,EPOLETH1_20210629_2021Sum_TS,10598988,NULL,NULL,"Temperature, water",NULL,15.7492,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121707,WILLOBTH1_20210705_2021Sum_TS,21119077,NULL,NULL,"Temperature, water",NULL,13.232,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121708,SFHOTH1_20210914_2021Sum_TS,10699514,NULL,NULL,"Temperature, water",NULL,12.8857,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121709,HOHTH2_20210614_2021Sum_TS,10598990,NULL,NULL,"Temperature, water",NULL,13.137,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121710,WPOLETH1_20210815_2021Sum_TS,20386528,NULL,NULL,"Temperature, water",NULL,15.01,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121711,JACKTH1_20210815_2021Sum_TS,21119079,NULL,NULL,"Temperature, water",NULL,14.6381,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121712,HOHTH3_20210701_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,12.8137,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121713,HOHTH5_20210624_2021Sum_TS,10699495,NULL,NULL,"Temperature, water",NULL,10.268,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121714,MOSQUITTH1_20210928_2021Sum_TS,21119085,NULL,NULL,"Temperature, water",NULL,12.0068,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121715,NOLANTH3_20210718_2021Sum_TS,21119053,NULL,NULL,"Temperature, water",NULL,13.0573,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121716,MOSQUITTH1_20210921_2021Sum_TS,21119085,NULL,NULL,"Temperature, water",NULL,12.256,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121717,WILLOBTH1_20210626_2021Sum_TS,21119077,NULL,NULL,"Temperature, water",NULL,14.8806,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121718,MAPLETH2_20210708_2021Sum_TS,20386529,NULL,NULL,"Temperature, water",NULL,11.662,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121719,MCQUARYTH1_20210530_2021Sum_TS,10699488,NULL,NULL,"Temperature, water",NULL,10.1965,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121720,NOLANTH3_20210816_2021Sum_TS,21119053,NULL,NULL,"Temperature, water",NULL,14.2402,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121721,BRADENTH2_20210810_2021Sum_TS,21119056,NULL,NULL,"Temperature, water",NULL,13.8172,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121722,NOLANTH3_20210918_2021Sum_TS,21119053,NULL,NULL,"Temperature, water",NULL,11.9009,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121723,CEDARTH2_20210625_2021Sum_TS,10699459,NULL,NULL,"Temperature, water",NULL,13.4166,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121724,GOODTH1_20210809_2021Sum_TS,21119082,NULL,NULL,"Temperature, water",NULL,15.0767,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121725,PINSTH1_20210602_2021Sum_TS,20386532,NULL,NULL,"Temperature, water",NULL,11.54,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121726,LOSTTH1_20211002_2021Sum_TS,21119070,NULL,NULL,"Temperature, water",NULL,11.3807,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121727,WINFLDTH2_20211009_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,9.70804,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121728,ELKTH2_20210616_2021Sum_TS,20651383,NULL,NULL,"Temperature, water",NULL,11.1299,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121729,WINFLDTH2_20210525_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,10.0303,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121730,GOODTH2_20210904_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,11.0396,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121731,COTTOTH1_20210727_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,11.686,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121732,PINSTH1_20210613_2021Sum_TS,20386532,NULL,NULL,"Temperature, water",NULL,11.4066,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121733,EFKALTH1_20210919_2021Sum_TS,21119060,NULL,NULL,"Temperature, water",NULL,12.5456,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121734,WTWINTH1_20210926_2021Sum_TS,20386534,NULL,NULL,"Temperature, water",NULL,9.36948,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121735,MAPLETH2_20210724_2021Sum_TS,20386529,NULL,NULL,"Temperature, water",NULL,14.864,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121736,CEDARTH2_20210914_2021Sum_TS,10699459,NULL,NULL,"Temperature, water",NULL,12.6458,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121737,WILLOBTH1_20210818_2021Sum_TS,21119077,NULL,NULL,"Temperature, water",NULL,13.5859,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121738,WPOLETH1_20211005_2021Sum_TS,20386528,NULL,NULL,"Temperature, water",NULL,10.712,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121739,HOHTH3_20210715_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,16.2258,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121740,WINFLDTH2_20210911_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,13.6242,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121741,CRIPPTH1_20210925_2021Sum_TS,20651387,NULL,NULL,"Temperature, water",NULL,9.89342,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121742,GOODTH2_20210912_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,12.4015,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121743,SNIDERTH1_20210623_2021Sum_TS,20386526,NULL,NULL,"Temperature, water",NULL,10.98,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121744,WTWINTH2_20210601_2021Sum_TS,20651388,NULL,NULL,"Temperature, water",NULL,12.0614,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121745,COTTOTH1_20210713_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,12.4504,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121746,EFIRONMTH1_20210830_2021Sum_TS,20651379,NULL,NULL,"Temperature, water",NULL,11.3532,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121747,CHALATH1_20210718_2021Sum_TS,21119069,NULL,NULL,"Temperature, water",NULL,13.0175,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121748,EFIRONMTH1_20210623_2021Sum_TS,20651379,NULL,NULL,"Temperature, water",NULL,10.7652,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121749,CEDARTH2_20210825_2021Sum_TS,10699459,NULL,NULL,"Temperature, water",NULL,13.8509,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121750,WTWINTH2_20210929_2021Sum_TS,20651388,NULL,NULL,"Temperature, water",NULL,9.59619,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121751,ROCKTH1_20210730_2021Sum_TS,20386552,NULL,NULL,"Temperature, water",NULL,14.122,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121752,WINFLDTH2_20210713_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,13.3245,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121753,WINFLDTH1_20210905_2021Sum_TS,20651395,NULL,NULL,"Temperature, water",NULL,15.0614,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121754,HOHTH1_20210925_2021Sum_TS,20386537,NULL,NULL,"Temperature, water",NULL,14.912,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121755,LINETH1_20210817_2021Sum_TS,20651389,NULL,NULL,"Temperature, water",NULL,13.2902,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121756,CHALATH2_20210912_2021Sum_TS,21119057,NULL,NULL,"Temperature, water",NULL,14.1677,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121757,PINSTH1_20210907_2021Sum_TS,20386532,NULL,NULL,"Temperature, water",NULL,12.751,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121758,OWLTH1_20210728_2021Sum_TS,20651380,NULL,NULL,"Temperature, water",NULL,16.4373,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121759,WTWINTH2_20210905_2021Sum_TS,20651388,NULL,NULL,"Temperature, water",NULL,13.2749,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121760,HOHTH2_20210812_2021Sum_TS,10598990,NULL,NULL,"Temperature, water",NULL,18.3663,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
